,Filepath,Label
38912,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\05546.jpg,NEGATIVE
38913,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03152.jpg,POSITIVE
38914,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\19759.jpg,NEGATIVE
38915,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\19771.jpg,POSITIVE
38916,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\17815.jpg,NEGATIVE
38917,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\04026.jpg,POSITIVE
38918,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\16486.jpg,NEGATIVE
38919,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\16811_1.jpg,POSITIVE
38920,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\00479.jpg,NEGATIVE
38921,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\18343.jpg,NEGATIVE
38922,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\12464_1.jpg,POSITIVE
38923,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\14692.jpg,NEGATIVE
38924,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\06224.jpg,POSITIVE
38925,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\12882_1.jpg,POSITIVE
38926,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\11588_1.jpg,POSITIVE
38927,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\19985.jpg,NEGATIVE
38928,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\07613.jpg,NEGATIVE
38929,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\08071.jpg,NEGATIVE
38930,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\06178.jpg,POSITIVE
38931,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\03283.jpg,NEGATIVE
38932,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\05401.jpg,NEGATIVE
38933,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\11866_1.jpg,POSITIVE
38934,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\09520.jpg,NEGATIVE
38935,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\05568.jpg,NEGATIVE
38936,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\16284.jpg,NEGATIVE
38937,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\19341.jpg,NEGATIVE
38938,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\17870_1.jpg,POSITIVE
38939,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\18576.jpg,NEGATIVE
38940,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\04970.jpg,POSITIVE
38941,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\15415_1.jpg,POSITIVE
38942,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\06388.jpg,POSITIVE
38943,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\12718.jpg,NEGATIVE
38944,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\11043.jpg,NEGATIVE
38945,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\06549.jpg,POSITIVE
38946,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\07242.jpg,POSITIVE
38947,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\07364.jpg,POSITIVE
38948,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\15760_1.jpg,POSITIVE
38949,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\19805.jpg,NEGATIVE
38950,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\18169.jpg,NEGATIVE
38951,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\13978.jpg,NEGATIVE
38952,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\09167.jpg,POSITIVE
38953,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\00475.jpg,POSITIVE
38954,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03312.jpg,POSITIVE
38955,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\08408.jpg,POSITIVE
38956,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\04597.jpg,POSITIVE
38957,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\07096.jpg,NEGATIVE
38958,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\09776.jpg,POSITIVE
38959,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\13923_1.jpg,POSITIVE
38960,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\10709.jpg,NEGATIVE
38961,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\12827_1.jpg,POSITIVE
38962,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\07615.jpg,NEGATIVE
38963,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\06640.jpg,NEGATIVE
38964,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\11729.jpg,NEGATIVE
38965,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\05061.jpg,POSITIVE
38966,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\15211_1.jpg,POSITIVE
38967,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\08924.jpg,NEGATIVE
38968,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\10687.jpg,NEGATIVE
38969,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\01795.jpg,NEGATIVE
38970,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\11759_1.jpg,POSITIVE
38971,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\14110.jpg,NEGATIVE
38972,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\02185.jpg,POSITIVE
38973,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\09320.jpg,NEGATIVE
38974,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\11808_1.jpg,POSITIVE
38975,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\03113.jpg,NEGATIVE
38976,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\13016.jpg,NEGATIVE
38977,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\05561.jpg,POSITIVE
38978,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\12567_1.jpg,POSITIVE
38979,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\12798.jpg,NEGATIVE
38980,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\01120.jpg,POSITIVE
38981,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\15355_1.jpg,POSITIVE
38982,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\03955.jpg,NEGATIVE
38983,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\07408.jpg,POSITIVE
38984,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\14687_1.jpg,POSITIVE
38985,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\17611.jpg,NEGATIVE
38986,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\10959.jpg,NEGATIVE
38987,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\18940.jpg,NEGATIVE
38988,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\02358.jpg,NEGATIVE
38989,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\12436_1.jpg,POSITIVE
38990,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\09332.jpg,NEGATIVE
38991,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\10167_1.jpg,POSITIVE
38992,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\02550.jpg,NEGATIVE
38993,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\13402.jpg,NEGATIVE
38994,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\17514.jpg,NEGATIVE
38995,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\10559.jpg,NEGATIVE
38996,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\13637.jpg,NEGATIVE
38997,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\09563.jpg,NEGATIVE
38998,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\09513.jpg,POSITIVE
38999,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\19007.jpg,NEGATIVE
39000,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\15388_1.jpg,POSITIVE
39001,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\07166.jpg,POSITIVE
39002,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\09736.jpg,POSITIVE
39003,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\03998.jpg,NEGATIVE
39004,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\18888.jpg,NEGATIVE
39005,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\16898.jpg,NEGATIVE
39006,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\10516.jpg,NEGATIVE
39007,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03560.jpg,POSITIVE
39008,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\10089.jpg,NEGATIVE
39009,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\18888_1.jpg,POSITIVE
39010,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\09730.jpg,NEGATIVE
39011,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\11251_1.jpg,POSITIVE
39012,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\13629.jpg,NEGATIVE
39013,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\07786.jpg,POSITIVE
39014,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\16874.jpg,NEGATIVE
39015,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\06715.jpg,NEGATIVE
39016,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\03603.jpg,NEGATIVE
39017,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\06561.jpg,NEGATIVE
39018,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\18695_1.jpg,POSITIVE
39019,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\19144_1.jpg,POSITIVE
39020,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\10724_1.jpg,POSITIVE
39021,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\03360.jpg,NEGATIVE
39022,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\15512_1.jpg,POSITIVE
39023,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\14485_1.jpg,POSITIVE
39024,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\13617.jpg,NEGATIVE
39025,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\14012.jpg,NEGATIVE
39026,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\01098.jpg,NEGATIVE
39027,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\08751.jpg,NEGATIVE
39028,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\18094.jpg,NEGATIVE
39029,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\02887.jpg,NEGATIVE
39030,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\07622.jpg,NEGATIVE
39031,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\06180.jpg,POSITIVE
39032,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\17565_1.jpg,POSITIVE
39033,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03461.jpg,POSITIVE
39034,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\18756_1.jpg,POSITIVE
39035,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\03559.jpg,NEGATIVE
39036,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\10382_1.jpg,POSITIVE
39037,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\16780.jpg,NEGATIVE
39038,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\18341.jpg,NEGATIVE
39039,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\03344.jpg,NEGATIVE
39040,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\05995.jpg,NEGATIVE
39041,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\12767.jpg,NEGATIVE
39042,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\19721.jpg,NEGATIVE
39043,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03864.jpg,POSITIVE
39044,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\07738.jpg,NEGATIVE
39045,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\01195.jpg,NEGATIVE
39046,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\15320.jpg,NEGATIVE
39047,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03048.jpg,POSITIVE
39048,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\02432.jpg,POSITIVE
39049,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\00182.jpg,NEGATIVE
39050,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\16695_1.jpg,POSITIVE
39051,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\12751.jpg,NEGATIVE
39052,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\01941.jpg,POSITIVE
39053,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03826.jpg,POSITIVE
39054,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\12411.jpg,NEGATIVE
39055,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\18644.jpg,NEGATIVE
39056,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\10585.jpg,NEGATIVE
39057,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\15723_1.jpg,POSITIVE
39058,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\13998.jpg,NEGATIVE
39059,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\15510_1.jpg,POSITIVE
39060,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\06821.jpg,POSITIVE
39061,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\17624.jpg,NEGATIVE
39062,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\01475.jpg,POSITIVE
39063,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\14526_1.jpg,POSITIVE
39064,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\14502.jpg,NEGATIVE
39065,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\15397.jpg,NEGATIVE
39066,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\09336.jpg,NEGATIVE
39067,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\11943_1.jpg,POSITIVE
39068,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\11256_1.jpg,POSITIVE
39069,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\13811_1.jpg,POSITIVE
39070,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\02623.jpg,POSITIVE
39071,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\05970.jpg,NEGATIVE
39072,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\09415.jpg,NEGATIVE
39073,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\17331.jpg,NEGATIVE
39074,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\17821.jpg,NEGATIVE
39075,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\19394.jpg,POSITIVE
39076,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\08699.jpg,NEGATIVE
39077,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\17147_1.jpg,POSITIVE
39078,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\07445.jpg,POSITIVE
39079,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\05111.jpg,POSITIVE
39080,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\16659.jpg,NEGATIVE
39081,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\03649.jpg,NEGATIVE
39082,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\11934.jpg,NEGATIVE
39083,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\14261_1.jpg,POSITIVE
39084,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03315.jpg,POSITIVE
39085,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\16210.jpg,NEGATIVE
39086,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\14138_1.jpg,POSITIVE
39087,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\01344.jpg,NEGATIVE
39088,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\07123.jpg,NEGATIVE
39089,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\00992.jpg,POSITIVE
39090,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\13683.jpg,NEGATIVE
39091,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\10023_1.jpg,POSITIVE
39092,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\10145.jpg,NEGATIVE
39093,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\10820.jpg,NEGATIVE
39094,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\00255.jpg,NEGATIVE
39095,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\08378.jpg,POSITIVE
39096,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\16423.jpg,NEGATIVE
39097,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\12363_1.jpg,POSITIVE
39098,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\01360.jpg,NEGATIVE
39099,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\09812.jpg,POSITIVE
39100,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\07419.jpg,POSITIVE
39101,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\18869_1.jpg,POSITIVE
39102,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\13509.jpg,NEGATIVE
39103,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\12800.jpg,NEGATIVE
39104,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\00972.jpg,POSITIVE
39105,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\18608.jpg,NEGATIVE
39106,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\10757_1.jpg,POSITIVE
39107,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03963.jpg,POSITIVE
39108,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\18329.jpg,NEGATIVE
39109,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\13885.jpg,NEGATIVE
39110,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\05806.jpg,POSITIVE
39111,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\11476.jpg,NEGATIVE
39112,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\03992.jpg,NEGATIVE
39113,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\02468.jpg,POSITIVE
39114,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\08437.jpg,NEGATIVE
39115,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\13600.jpg,NEGATIVE
39116,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\02826.jpg,POSITIVE
39117,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\08695.jpg,POSITIVE
39118,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\05218.jpg,POSITIVE
39119,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\06695.jpg,POSITIVE
39120,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\15429_1.jpg,POSITIVE
39121,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\05566.jpg,NEGATIVE
39122,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\07369.jpg,POSITIVE
39123,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\14813.jpg,NEGATIVE
39124,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\14749.jpg,NEGATIVE
39125,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\04826.jpg,NEGATIVE
39126,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\15452.jpg,NEGATIVE
39127,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\14115.jpg,NEGATIVE
39128,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\07708.jpg,NEGATIVE
39129,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\03072.jpg,NEGATIVE
39130,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\16422.jpg,NEGATIVE
39131,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\16740_1.jpg,POSITIVE
39132,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\13513.jpg,NEGATIVE
39133,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\11214.jpg,NEGATIVE
39134,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\13492.jpg,NEGATIVE
39135,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\17109.jpg,NEGATIVE
39136,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\18599_1.jpg,POSITIVE
39137,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\05395.jpg,POSITIVE
39138,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\17582.jpg,NEGATIVE
39139,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\08225.jpg,NEGATIVE
39140,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03871.jpg,POSITIVE
39141,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\02227.jpg,NEGATIVE
39142,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\15395_1.jpg,POSITIVE
39143,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\13515.jpg,NEGATIVE
39144,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\01661.jpg,NEGATIVE
39145,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\18252_1.jpg,POSITIVE
39146,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\13201_1.jpg,POSITIVE
39147,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\15724_1.jpg,POSITIVE
39148,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\09155.jpg,POSITIVE
39149,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\13034.jpg,NEGATIVE
39150,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\18813_1.jpg,POSITIVE
39151,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\11724.jpg,NEGATIVE
39152,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\12309_1.jpg,POSITIVE
39153,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\07663.jpg,NEGATIVE
39154,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03140.jpg,POSITIVE
39155,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\04083.jpg,NEGATIVE
39156,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\17302.jpg,NEGATIVE
39157,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\09993.jpg,POSITIVE
39158,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\10428_1.jpg,POSITIVE
39159,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03063.jpg,POSITIVE
39160,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\16487.jpg,NEGATIVE
39161,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\16598_1.jpg,POSITIVE
39162,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\09564.jpg,POSITIVE
39163,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\12074.jpg,NEGATIVE
39164,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\13965_1.jpg,POSITIVE
39165,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\05224.jpg,POSITIVE
39166,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\10250_1.jpg,POSITIVE
39167,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\13856_1.jpg,POSITIVE
39168,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\16716.jpg,NEGATIVE
39169,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\14827.jpg,NEGATIVE
39170,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\08087.jpg,POSITIVE
